Case UPC,Client,Item UPC,Pack / Size / UOM,Item Description,DBW Group,Primary PG,Secondary DBW Group,Units to Cases - (Case Count)
11535,HOSTESS,11535,6/12.7 OZ,HST KEYLIME CPCK 8CT MP,,MULTI PACK SML FRM LTO 6 PK,SBS HST,6
11537,HOSTESS,11537,15/13.1 OZ,HST KEYLIME CK MP FSH,,MULTI PACK 15 PK,SBS HST,15
11540,HOSTESS,11540,2/32 OZ,HST CHOC CHP MFN STIXCLUB,,MULTI PACK CLUB,SBS HST,2
11543,HOSTESS,11542,3/30 OZ,HST HO HO CLUB 30CT,,MULTI PACK CLUB,SBS HST,3
11544,HOSTESS,11544,18/72 OZ,HOST DANISH VRTY PK 18CT,,HST VARIETY PK 18 PK,SBS HST,18
11550,HOSTESS,11549,6/12 OZ,HST SNACK GLZD DNT MP 8CT,,MULTI PACK 6 PK,SBS HST,6
11556,HOSTESS,11385,15/13.1 OZ,HST BDAY CPCK MP 15MP DRC,LP404050,MULTI PACK DRC 15 PK,SBS HST,15
11559,HOSTESS,11558,6/25.4 OZ,HST SMORES CP CK 16CT RSC,,MULTI PACK CLUB DRC 6 PK,SBS HST,6
11565,HOSTESS,11402,12/12 OZ,HST SNK PWDRSGRDNT 3CTDRC,,MULTI PACK SNCK PK DONUT 12PK,SBS HST,12
11567,HOSTESS,25092,6/16.5 OZ,HST BLUBRY CHS DNSH MP,LP404064,MULTI PACK BRKFST 6/6 CT,SBS HST,6
11580,HOSTESS,11579,6/22.22 OZ,HST CHOC CUPCK JUMBO 14CT,LP404176,MULTI PACK 6/14 CT,SBS HST,6
11589,HOSTESS,11588,6/20.32 OZ,HST STRGZR DNG DNG 16 RSC,,MULTI PACK CLUB DRC 6 PK,SBS HST,6
11604,HOSTESS,11092,6/20.31 OZ,HST CHOC DNG DNG FMLY 16C,LP404177,MULTI PACK CLUB 6/16 CT,SBS HST,6
11607,HOSTESS,13040,6/21.73 OZ,HST TWNK FMLY PK FSH 16CT,LP404182,MULTI PACK CLUB 6/16 CT,SBS HST,6
13037,HOSTESS,13037,6/25.4 OZ,HST CHOC CUPCK JUMBO FSH,LP404090,DISPLAY ONLY UPCS,SBS HST,6
13040,HOSTESS,13040,6/21.73 OZ,HST TWNK JUMBO FSH 16CT,,DISPLAY ONLY UPCS,SBS HST,6
15002,HOSTESS,15002,9/10.75 OZ,HST CHOC MN DNT BAG FRSH,LP403937,BAG DONUT 9/9.5-10.75 OZ,SBS HST,9
15003,HOSTESS,15003,9/10.75 OZ,HST DBL CHOC MN DNT BG,LP403937,BAG DONUT 9/9.5-10.75 OZ,SBS HST,9
15004,HOSTESS,15004,9/10 OZ,HST PWD SGR MN DNT BG,LP403936,BAG DONUT 9/9.5-10.75 OZ,SBS HST,9
17240,HOSTESS,,192/1 EA,HOSTESS VLNTN MP HLF PLT,LP404952,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,192
21453,HOSTESS,11452,2/40.64 OZ,HST VAN ZNG VPCLUB  32CT,,MULTI PACK CLUB,SBS HST,2
23051,HOSTESS,72571,3/19.02 OZ,HOSTESS FRST SGR CKE CPCK,LP404795,HST SS 3 PK CADDY,SBS HST,3
23357,HOSTESS,23356,2/1 EA,HOSTESS RACK PERMANENT DS,,RACKS,SBS HST,2
23979,HOSTESS,,48/1 EA,HOSTESS SPRING STCKER PLT,LP405026,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
24131,HOSTESS,,48/1 EA,HOSTESS RWB SHIPPER,LP404817,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
24845,HOSTESS,24845,1/1 EA,HOSTESS RACK,,RACKS,SBS HST,1
25001,HOSTESS,25002,9/6/2.5 OZ,HST CRML MACIATO JMB DNT,LP404350,HST BOOST JMBO DONETTES 6 PK,SBS HST,54
25003,HOSTESS,25002,9/6/2.5 OZ,HST CRML MACIATO BOOST DN,,HST BOOST JMBO DONETTES 6 PK,SBS HST,54
25005,HOSTESS,25006,9/6/2.5 OZ,HST CHOC MOCHA JMB DNT SS,LP404348,HST BOOST JMBO DONETTES 6 PK,SBS HST,54
25007,HOSTESS,25006,9/6/2.5 OZ,HST CHOC MOCHA BST DNT SS,LP404348,HST BOOST JMBO DONETTES 6 PK,SBS HST,54
25013,HOSTESS,25012,6/6/4.75 OZ,HST DEVIS FOOD HNY BUN SS,LP404318,HST SS 6/6/1-6 CT,SBS HST,36
25016,HOSTESS,25017,6/6/2.5 OZ,HST BBYBNDT LMN DRZL SS 2,LP404296,HST SS 6/6/1-6 CT,SBS HST,36
25020,HOSTESS,25017,3/6/2.5 OZ,HST BBYBNDT LMN DRZL SS2C,LP404296,HST SS BABY BUNDTS 3 PK,SBS HST,18
25021,HOSTESS,25022,6/10 OZ,HST BBYBNDT STRWBRYCHK MP,LP404057,MULTI PACK 6 PK,SBS HST,6
25024,HOSTESS,25025,6/6/2.5 OZ,HST BBY BNDT STRWBRYCHSCK,LP404296,HST SS 6/6/1-6 CT,SBS HST,36
25028,HOSTESS,25029,6/7.3 OZ,HST CRISP MINI MNT CHOCMP,,MULTI PACK 6/6 CT,SBS HST,6
25031,HOSTESS,25032,6/10 OZ,HST BBY BNDT STRWBRYCHSCK,LP404885,MULTI PACK 6 PK,SBS HST,6
25034,HOSTESS,25032,15/150 OZ,HST BBY BNDT STRW CH CK,LP404422,MULTI PACK DRC 15 PK,SBS HST,15
25035,HOSTESS,,48/1 EA,HST VALENTINE CAKE SHPR,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
25037,HOSTESS,,60/1 EA,HST VALENTINE DONUT SHPR,LP403926,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,60
25039,HOSTESS,,183/1 EA,HST VALENTINE HALF PL,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,183
25040,HOSTESS,,80/1 EA,HST FALL 80CT SS FLR STND,LP404384,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,80
25043,HOSTESS,25044,6/8.62 OZ,HOSTESS BNCR GLZ TWNK MP,LP404063,MULTI PACK PREM 6/5 CT,SBS HST,6
25046,HOSTESS,25047,6/8.2 OZ,HOSTESS BNCR CH DNGDNG MP,LP404063,MULTI PACK PREM 6/5 CT,SBS HST,6
25049,HOSTESS,25050,6/9.63 OZ,HOSTESS BNCR CNMN DNT MP,LP404063,MULTI PACK PREM 6/5 CT,SBS HST,6
25052,HOSTESS,,24/1 EA,HST CPCK CRAZ COUNTR UNIT,LP404385,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,24
25053,HOSTESS,,72/1 EA,HST CPCK CRAZE SS FLR DS,LP404386,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,72
25054,HOSTESS,,32/1 EA,HST VALENTINE COUNTR UNIT,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,32
25055,HOSTESS,,488/1 EA,HST WINCO HOLIDAY LTO PL,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,488
25056,HOSTESS,,72/1 EA,HST SUMMER SS FLOOR STAND,LP404388,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,72
25057,HOSTESS,,24/1 EA,HST SUMMER COUNTER UNIT,LP404389,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,24
25064,HOSTESS,25065,6/6/2.7 OZ,HST SPOOKY TWINK SS 2CT,LP404591,HST SS LTO 6/6/2 CT,SBS HST,36
25067,HOSTESS,,24/1 EA,HST HLWN COUNTER UNIT SS,LP404390,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,32
25068,HOSTESS,25070,9/17.5 OZ,HST BUNDTCK LMN FSH,LP403954,HST BUNDTCK 9/14CT,SBS HST,9
25071,HOSTESS,25073,9/17.5 OZ,HST BUNDTCK CINSWRL FSH,,HST BUNDTCK 9/14CT,SBS HST,9
25076,HOSTESS,,48/1 EA,HST CPCK CRAZE MP SHPR,LP404251,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
25078,HOSTESS,11007,15/13.5 OZ,HST ORNG CUP CAKE MP DRC,LP404460,MULTI PACK DRC 15 PK,SBS HST,15
25079,HOSTESS,25025,3/6/2.5 OZ,HST BBBNDT STRWBRYCHSCKSS,LP404296,HST SS BABY BUNDTS 3 PK,SBS HST,18
25081,HOSTESS,,24/1 EA,HST CL BFST SAM PLT,LP404114,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,24
25082,HOSTESS,25084,6/16.5 OZ,HST APPLE DANISH MP FSH,LP404064,MULTI PACK 6/6 CT,SBS HST,6
25085,HOSTESS,25087,6/16.5 OZ,HST CRMCHSE DANISH MP,LP404064,MULTI PACK 6/6 CT,SBS HST,6
25088,HOSTESS,25095,6/16.5 OZ,HST MXDBRY DANISH MP,LP404064,MULTI PACK 6/6 CT,SBS HST,6
25104,HOSTESS,25105,8/6/2.3 OZ,HOSTESS BNCR GLZD TWNKIES,LP404349,HST SS PREMIUM 8/6 CT,SBS HST,48
25111,HOSTESS,,407/1 EA,HOSTESS VALENTINES PALLET,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,407
25112,HOSTESS,,180/1 EA,HST CPCK CRAZE MP HALF PL,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,180
25113,HOSTESS,,48/1 EA,HOSTESS MP SHIPPER,LP404254,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
25124,HOSTESS,25124,2/56 OZ,HST CLB JMBO DNT VRTY PK,LP404115,MULTI PACK CLUB,SBS HST,2
25131,HOSTESS,25129,6/28 OZ,HOSTESS GLZD JMBO DONETTE,,HST JMBO DONETTES 6 PK,SBS HST,6
25133,HOSTESS,11575,6/28 OZ,HOSTESS BLBRY JMBO DNETTE,,HST JMBO DONETTES 6 PK,SBS HST,6
25138,HOSTESS,25137,6/25.4 OZ,HST STRWBRY CPCK FSH,,MULTI PACK CLUB DRC 6 PK,SBS HST,6
25141,HOSTESS,,72/1 EA,HOSTESS SS INNOVATION FLS,LP404337,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,72
25142,HOSTESS,11309,4/33 OZ,HST CLUB BLUBRY MINI MFN,LP404089,MULTI PACK CLUB,SBS HST,4
25145,HOSTESS,,381/1 EA,HST KROGER KDP RWB DSP,SHIPPER/DISPLAYS/PALLETS CORE,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,381
25146,HOSTESS,,413/1 EA,HOSTESS SPRING PALLET,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,413
25156,HOSTESS,,40/1 EA,HST BOUNCERS SHIPPER,LP404060,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,40
25161,HOSTESS,,447/1 EA,HST SNACK/COFFEE CAKE DSP,LP403958,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,447
25162,HOSTESS,,48/1 EA,HST RED WHITE BLUE SHPR,LP404258,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
25171,HOSTESS,25108,8/3/2.2 OZ,HOSTESS BOUNCERS DING DNG,LP404349,HST PREM SS 8CT 3PK,SBS HST,24
25172,HOSTESS,25173,8/3/2.57 OZ,HST BOUNCERS CIN DONETTES,LP404349,HST PREM SS 8CT 3PK,SBS HST,24
25175,HOSTESS,25173,8/6/2.57 OZ,HST BOUNCERS CIN DONETTES,LP404349,HST SS PREMIUM 8/6 CT,SBS HST,48
25179,HOSTESS,25180,6/25.4 OZ,HST PATRI CPCK FSH RSC,,MULTI PACK LTO 6 PK,SBS HST,6
25181,HOSTESS,25181,2/1 EA,HOSTESS CLUB RWB VARIETY,LP404172,MULTI PACK CLUB LTO,SBS HST,2
25186,HOSTESS,25188,9/17.5 OZ,HST BUNDTCK STRWBRY FSH,LP404117,HST BUNDTCK 9/14CT,SBS HST,9
25215,HOSTESS,13040,9/9/21.73 OZ,HOSTESS TWINKIES FP DRC,LP404182,MULTI PACK DRC 9 PK,SBS HST,81
25216,HOSTESS,11092,9/20.31 OZ,HST CHOC DNG DNG FP DRC,LP404177,MULTI PACK DRC 9 PK,SBS HST,9
25217,HOSTESS,11579,9/22.22 OZ,HST CHOC CUPCK JMBO DRC,LP404176,MULTI PACK DRC 9 PK,SBS HST,9
25221,HOSTESS,11058,6/12.7 OZ,HST CHOC ZNGR MP 10CT FRS,LP403987,MULTI PACK 6/10 CT,SBS HST,6
25223,HOSTESS,11059,6/12.7 OZ,HST VAN ZNGR MP 10CT FRSH,LP403987,MULTI PACK 6/10 CT,SBS HST,6
25225,HOSTESS,11060,6/13.4 OZ,HST RASP ZNGR MP 10CT FRS,LP403987,MULTI PACK 6/10 CT,SBS HST,6
25227,HOSTESS,11061,6/12.7 OZ,HST CHOC DNG DNG MP 10CT,LP404034,MULTI PACK 6/10 CT,SBS HST,6
25234,HOSTESS,1002,6/6/2.55 OZ,HST CHOC DNG DNG SS FSH2C,LP404306,HST SS 6/6/1-6 CT,SBS HST,36
25253,HOSTESS,25254,6/12.7 OZ,HST DINO CP CK MP FSH 8CT,,MULTI PACK 6 PK,SBS HST,6
25257,HOSTESS,,82/1 EA,HOSTESS 7 ELEVEN SS SHPR,LP404339,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,82
25258,HOSTESS,,48/1 EA,HOSTESS CAKE SHIPPER,LP404262,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
25260,HOSTESS,25261,6/12.7 OZ,HST CREEPY CRML DING DONG,SHIPPER/DISPLAYS/PALLETS CORE,MULTI PACK SML FRM LTO 6 PK,SBS HST,6
25262,HOSTESS,,48/1 EA,HOSTESS CAKE SHIPPER,LP404263,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
25264,HOSTESS,,186/1 EA,HOSTESS HALF PALLET,LP404264,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,186
25265,HOSTESS,25266,6/10 OZ,HST HOLIDAY HO HO,SHIPPER/DISPLAYS/PALLETS CORE,MULTI PACK LTO 6 PK,SBS HST,6
25269,HOSTESS,,52/1 EA,HOSTESS HOLIDAY CAKE SHPR,LP404265,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,52
25271,HOSTESS,,204/1 EA,HOSTESS HOLIDAY HALF PLLT,,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,204
25273,HOSTESS,25274,6/10 OZ,HST WM BLUBRY MFN STIX MP,LP404006,MULTI PACK 6 PK,SBS HST,6
25275,HOSTESS,25276,6/10 OZ,HST WM CH CHIP MFN STX MP,LP404006,MULTI PACK 6 PK,SBS HST,6
25284,HOSTESS,,427/1 EA,HOSTESS BACK TO SCHOOL DS,LP404269,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,427
25299,HOSTESS,25300,6/6/4 OZ,HOSTESS DF HONEY BUN,LP404318,HST SS 6/6/1-6 CT,SBS HST,36
25305,HOSTESS,25309,6/3/4 OZ,HOSTESS JMB GLZ HNY BN SS,LP404318,HST SS 3 PK CADDY,SBS HST,18
25308,HOSTESS,25309,6/6/4 OZ,HOSTESS JMBO GLZ HNY BUN,LP404318,HST SS 6/6/1-6 CT,SBS HST,36
25312,HOSTESS,25313,6/6/4 OZ,HOSTESS ICD JMB HNY BUN,LP404318,HST SS 6/6/1-6 CT,SBS HST,36
25316,HOSTESS,25313,6/3/4 OZ,HOSTESS ICD JMB HNY BN SS,LP404318,HST SS 3 PK CADDY,SBS HST,18
25327,HOSTESS,11402,12/12 OZ,HST SNK PWDRSGR DNT MP,LP404441,MULTI PACK SNCK PK DONUT 12PK,SBS HST,12
25328,HOSTESS,11401,12/12 OZ,HST SNK CHOC DNT MP DRC,LP404449,MULTI PACK SNCK PK DONUT 12PK,SBS HST,12
25332,HOSTESS,11010,6/13.58 OZ,HST TWINKIE MP 10CT,LP403991,MULTI PACK 6/10 CT,SBS HST,6
25334,HOSTESS,11016,6/13.58 OZ,HST BAN TWNK MP 10CT,LP403991,MULTI PACK 6/10 CT,SBS HST,6
25337,HOSTESS,25516,6/10.86 OZ,HST PUMPKIN TWNK MP 10CT,LP404049,MULTI PACK LTO 6 PK,SBS HST,6
25338,HOSTESS,11150,6/13.58 OZ,HST RWB TWINK MP 10CT,SHIPPER/DISPLAYS/PALLETS CORE,MULTI PACK SML FRM LTO 6 PK,SBS HST,6
25341,HOSTESS,25524,6/10.86 OZ,HOSTESS SPOOKY TWINKIES,LP404053,MULTI PACK LTO 6 PK,SBS HST,6
25349,HOSTESS,11497,6/13.58 OZ,HST MXD BERRY TWINKIES MP,LP404179,MULTI PACK LTO 6 PK,SBS HST,6
25354,HOSTESS,,128/1 EA,HOSTESS LRG CORE SS SHPR,LP404340,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,128
25355,HOSTESS,,90/1 EA,HOSTESS C STORE CORE SHPR,LP404341,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,90
25356,HOSTESS,,86/1 EA,HOSTESS C STORE BRKFST SH,LP404342,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,86
25358,HOSTESS,,72/1 EA,HOSTESS SS INNOVATION FLS,SHIPPER/DISPLAYS/PALLETS CORE,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,72
25359,HOSTESS,25360,4/18 OZ,HSTSS CLASSIC WHITE BREAD,LP403953,BREAD 4/18-20 OZ,SBS HST,4
25363,HOSTESS,25364,4/18 OZ,HOSTESS WHEAT BREAD,LP403953,BREAD 4/18-20 OZ,SBS HST,4
25368,HOSTESS,25369,3/12/5 OZ,HST DBL CHOC MGA MFN SS,LP404314,HST SS 3/12/1 CT,SBS HST,36
25372,HOSTESS,25373,3/12/5 OZ,HOSTESS BLBRY MEGA MFN SS,LP404314,HST SS 3/12/1 CT,SBS HST,36
25378,HOSTESS,25379,3/12/5 OZ,HOSTESS BNA MEGA MFN SS,LP404314,HST SS 3/12/1 CT,SBS HST,36
25386,HOSTESS,25387,6/10 OZ,HOSTESS KAZBAR CHOCOLATE,LP404062,MULTI PACK PREM 6/5 CT,SBS HST,6
25388,HOSTESS,25389,6/10 OZ,HOSTESS KAZBAR CHOCH CRML,LP404062,MULTI PACK PREM 6/5 CT,SBS HST,6
25392,HOSTESS,25393,6/2.5 OZ,SS STRAW CHSCK BBY BNDTS,LP404361,HST SS 6/6/1-6 CT,SBS HST,6
25395,HOSTESS,,32/1 EA,HST VALENTINES DAY CNTR,LP404391,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,32
25400,HOSTESS,25401,6/2.5 OZ,HST SS LMN DRZL BBY BNDTS,LP404360,HST SS 6/6/1-6 CT,SBS HST,6
25403,HOSTESS,,32/1 EA,HOSTESS SPRING CNTR UNIT,LP404392,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,32
25404,HOSTESS,25405,6/6/2.89 OZ,HOSTESS PATRIOTIC CUPCAKE,LP404370,HST SS LTO 6/6/2 CT,SBS HST,36
25409,HOSTESS,,6/17.34 OZ,HOSTESS HOLIDAY CUPCAKES,LP404364,HST SS LTO 6/6/2 CT,SBS HST,6
25412,HOSTESS,,32/1 EA,HOSTESS HOLIDAY CNT UNIT,LP404394,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,32
25413,HOSTESS,25414,6/6/2.89 OZ,HOSTESS ICD PMKN CPCK SS,LP404369,HST SS LTO 6/6/2 CT,SBS HST,36
25417,HOSTESS,,32/1 EA,HOSTESS FALL COUNTER UNIT,LP404395,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,32
25418,HOSTESS,,80/1 EA,HOSTESS FALL FLOOR SHPR,LP404396,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,80
25426,HOSTESS,25427,8/6/2.75 OZ,HOSTESS KAZBAR CHOC SS,LP404351,HST SS PREMIUM 8/6 CT,SBS HST,48
25429,HOSTESS,25430,8/6/2.75 OZ,HOSTESS KAZBAR CHC CRM SS,LP404351,HST SS PREMIUM 8/6 CT,SBS HST,48
25433,HOSTESS,25427,8/3/2.75 OZ,HOSTESS KAZBAR CHOC SS,LP404351,HST PREM SS 8CT 3PK,SBS HST,24
25434,HOSTESS,25430,8/3/2.75 OZ,HOSTESS KAZBAR CHC CRM SS,LP404351,HST PREM SS 8CT 3PK,SBS HST,24
25435,HOSTESS,,32/2.75 OZ,HST KAZBARS COUNTER UNT,LP404356,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,48
25436,HOSTESS,25437,6/10.86 OZ,HST STRAWBERRY TWINKIES,SHIPPER/DISPLAYS/PALLETS CORE,MULTI PACK LTO 6 PK,SBS HST,6
25438,HOSTESS,25439,6/11.57 OZ,HST VANILLA CPCK MP 8CT,LP404042,MULTI PACK LTO 6 PK,SBS HST,6
25440,HOSTESS,,48/1 EA,HST SPRING MP CAKE SHPPR,LP404272,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
25442,HOSTESS,,496/1 EA,HOSTESS HOLIDAY PALLET,SHIPPER/DISPLAYS/PALLETS CORE,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,496
25446,HOSTESS,,48/1 EA,HOSTESS VLNTINES CAKE SHP,LP404274,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
25447,HOSTESS,,180/1 EA,HOSTESS VLNTN HALF PALLET,LP404275,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,180
25449,HOSTESS,25450,6/11.57 OZ,HST KEYLIME CPCK MP 8CT,LP404025,MULTI PACK LTO 6 PK,SBS HST,6
25456,HOSTESS,25454,15/12.7 OZ,HST LTO ICED LMN CPCK DRC,LP404025,MULTI PACK DRC LTO 15 PK,SBS HST,15
25460,HOSTESS,25458,15/12.7 OZ,HST LTO CHOC CPCK DRC,LP404025,MULTI PACK DRC LTO 15 PK,SBS HST,15
25461,HOSTESS,,48/1 EA,HST CUPCAKE CRZ SHPR FRSH,LP404276,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
25463,HOSTESS,,180/1 EA,HST CUPCAKE CRAZE HLF PLT,LP404278,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,180
25464,HOSTESS,25465,9/10.5 OZ,HOSTESS DONETTES OLD FSHN,LP403937,BAG DONUT 9/9.5-10.75 OZ,SBS HST,9
25467,HOSTESS,25300,3/6/4 OZ,HST DF HONEY BUN FSH,,HST SS 3 PK CADDY,SBS HST,18
25468,HOSTESS,,40/1 EA,HOSTESS KAZBAR SHIPPER,LP404059,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,40
25469,HOSTESS,25465,6/10.5 OZ,HOSTESS DONETTES OLD FSHN,LP403937,BAG DONUT SML FRM 6/6-20 CT,SBS HST,6
25471,HOSTESS,25472,6/11.57 OZ,HOSTESS PATRIOTIC CUPCAKE,LP404041,MULTI PACK LTO 6 PK,SBS HST,6
25477,HOSTESS,25472,15/11.57 OZ,HOSTESS PTRC CPCK DRC,LP404431,MULTI PACK DRC 15 PK,SBS HST,15
25478,HOSTESS,25475,16/10.86 OZ,HOSTESS RWB TWINKIES DRC,LP404417,MULTI PACK DRC 8 PK,SBS HST,16
25479,HOSTESS,,48/1 EA,HOSTESS RWB CAKE SHIPPER,LP404279,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
25482,HOSTESS,,186/1 EA,HOSTESS RWB HALF PALLET,LP404281,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,186
25483,HOSTESS,,187/1 EA,HOSTESS RWB HALF PALLET,LP404282,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,187
25495,HOSTESS,25492,3/2.5 OZ,HOSTESS CHOC BABY BNDT SS,LP404296,HST SS 3 PK CADDY,SBS HST,3
25496,HOSTESS,25497,4/12 OZ,HOSTESS HAMBURGER BUNS,LP403951,BREAD BUNS 4/12 OZ,SBS HST,4
25502,HOSTESS,,48/1 EA,HOSTESS BABY BUNDTS SHPR,LP403955,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,48
25513,HOSTESS,25514,6/11.57 OZ,HOSTESS ICD PMPKN CPCK MP,LP404045,MULTI PACK LTO 6 PK,SBS HST,6
25518,HOSTESS,25519,9/9.5 OZ,HOSTESS MAPLE GLAZED DNTS,LP403945,BAG DONUT 9/9.5-10.75 OZ,SBS HST,9
25520,HOSTESS,,48/1 EA,HOSTESS FALL CAKE SHIPPER,LP404283,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
25522,HOSTESS,,60/1 EA,HOSTESS FALL BAG DNT SHP,LP403933,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,60
25523,HOSTESS,,185/1 EA,HOSTESS FALL HALF PALLET,LP404285,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,185
25525,HOSTESS,,48/1 EA,HOSTESS HALLOWEEN CK SHPR,LP404286,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
25526,HOSTESS,,184/1 EA,HOSTESS HALLOWEEN HLF PLT,LP404287,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,184
25528,HOSTESS,25524,16/10.86 OZ,HOSTESS SPOOKY TWNKS DRC,LP404053,MULTI PACK DRC 8CT,SBS HST,16
25530,HOSTESS,25516,16/10.86 OZ,HOSTESS PMPK SPC TWNK DRC,LP404049,MULTI PACK DRC 8CT,SBS HST,16
25531,HOSTESS,,288/1 EA,HOSTESS DONUG BAG FULL SH,LP403943,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,288
25532,HOSTESS,,40/1 EA,HOSTESS BOUNCER DISPLAY,LP404357,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,40
25534,HOSTESS,,80/1 EA,HOSTESS KAZBAR BNCR SHPR,LP404358,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,80
25535,HOSTESS,25536,6/10.86 OZ,HOSTESS ORNG CRM POP TWNK,LP404000,HST LTO 6/8 CT,SBS HST,6
25537,HOSTESS,25538,6/20.25 OZ,HOSTESS COFFEE CAKES FP,LP404175,MULTI PACK CLUB 14CT 6PK,SBS HST,6
25540,HOSTESS,25538,9/20.25 OZ,HOSTESS COFFEE CAKE DRC,LP404175,MULTI PACK DRC 9 PK,SBS HST,9
25541,HOSTESS,,108/1 EA,HOSTESS FAMILY PK HLF PLT,LP404187,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,108
25545,HOSTESS,25546,6/23.14 OZ,HOSTESS PATRIOTIC CUPCAKE,CATCH ALL,CATCH ALL,SBS HST,6
25555,HOSTESS,25556,6/11.57 OZ,HOSTESS HOLIDAY CUPCAKES,LP404037,MULTI PACK LTO 6 PK,SBS HST,6
25558,HOSTESS,25559,6/10 OZ,HOSTESS HLDY CHC BBY BNDT,LP403960,MULTI PACK LTO 6 PK,SBS HST,6
25561,HOSTESS,25559,15/10 OZ,HST HLDY CHC BBY BNDT FSH,LP403960,MULTI PACK DRC 15 PK,SBS HST,15
25563,HOSTESS,25564,4/12 OZ,HOSTESS HOT DOG BUNS,LP403951,BREAD BUNS 4/12 OZ,SBS HST,4
25567,HOSTESS,,496/1 EA,HOSTESS RWB TWNK/CPCK PLT,SHIPPER/DISPLAYS/PALLETS CORE,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,496
25571,HOSTESS,,48/1 EA,HOSTESS HOLIDAY CAKE SHPR,LP404288,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
25574,HOSTESS,,180/1 EA,HOSTESS HOLIDAY HALF PLT,LP404289,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,180
25575,HOSTESS,,12/1 EA,HOSTESS 7-11 SS SHIPPER,LP404345,SHIPPER/DISPLAYS/PALLETS CORE,SBS HST,12
25578,HOSTESS,25070,9/17.5 OZ,HOSTESS LEMON BABY BUNDT,,MULTI PACK DRC 9 PK,SBS HST,9
25582,HOSTESS,,48/1 EA,HOSTESS BASEBALL CPCK SHP,LP404291,SHIPPER/DISPLAYS/PALLETS LTO,SBS HST,48
